sentence,label
عموما در هتل هما اقامت دارم … تجربه اقامت در هتل هرمز برام بد نبود!,0
نکته به یاد موندنی هتل نمای زیباش رو به دریاچه لاهیجانه و استخر داخل هتل که فوق العاده تمیز و آرامش بخشه.,0
اتاقهای رو به دریا چشم انداز خوبی دارند.,0
درکل راضی بودم از هتل.,0
متاسفانه برعکس اسم هتل، بسیار پر سر وصدا و ناآرام بود که البته مشکل فرهنگ مسافرین نامحترم میباشد و نه هتل، البته انتظار میره که مدیریت هتل به این مشکل اساسی رسیدگی کنه عدم وجود پارکینگ و غذاخوری کوچک از دیگر مشکلات اساسی این هتل هست,1
ویو عالی، برخورد پرسنل عالی، صبحانه‌های کامل و عالی، نضافت اتاق و سرویس عالی.,0
قویا هتل استرا رو توصیه می‌کنیم,1
صدا تا حدی از دیوارهاش رد میشه که برای ما که آپارتمان نشین هستیم چیز جدیدی حساب نمیشه.,0
از لحاظ دسترسی به مراکز خرید خیلی جالب نیست نزدیکترین مرکز خرید پردیس است که پیاده ۱۵ دقیقه فاصله دارد ۱۰.,0
حتما هتل گودی رو انتخاب کنید فوق العاده هست,1
شدیداً آن را توصیه می کنیم.,1
اگه می‌شد خدمات رو بهبود ببخشید، اینجا یکی از بهترین هتلها حتی با معیارهای جهانی می‌شد,1
لطفاً به خاطر داشته باشید که به کارمندان انعام بدهید.,1
ما به مدت سه شب توی این هتل اقامت داشتیم، از لحاظ بهداشت و تمیزی خیلی خوب بود.,0
به نسبت هزینه ش هتل خوبی هست.,0
به شدت توصیه میکنم هتل ایرمان رو.,1
اتاق ما بوی نامطبوعی داشت و تماس گرفتیم با پذیرش، گفت با فلان شماره تماس بگیر، اون یکی هم گفت با فلان شماره!!,0
رو کیفیت غذاشم حساب نکنید,1
یک جایی رو می‌خواهید که گشت و گذار در این شهر زیبا رو از اونجا شروع کنید,1
اما حمام فرسوده است و نیاز به نوسازی دارد.,1
تعداد زیادی رستوران در نزدیکی هتل وجود داره از جمله صخره سخت در طرف دیگر کانال,1
کیفیت تخت و بالش پایین، وضعیت حمام و دستشویی و نظافتش خیلی خیلی ضعیف و در کل اصلا پیشنهاد نمی‌کنم.,1
یک روز صبح ساعت ۸ آژیر هشدار آتش بمدت ۲۵ دقیقه در تمام هتل روشن شد و هیچ کس هم کاری نمی‌کرد و دیگه تمام روز سردرد داشتیم.,0
 از خدمه هتل هیچ توصیه‌ای رو نپذیرید و مطمئن بشید که از اون اتاقهای تاریک گوشه هتل بهتون ندن,1
پارکینگ هتل طبقه منفی ۲ هست که متاسفانه اسانسور آن کار نمیکنه و مجبور هستید تا لابی با پله تردد کنید.,1
ابتدا نقاط قوت: اتاقها تمیز هستند.,0
فقط عقل خود را به کار بیندازید و مشکلی نخواهید داشت.,1
و قیمت آن نسبت به امکاناتش نسبت به هتل‌های دیگه واقعا مناسب است.,0
همه چیز عالی بود فقط از این لحاظ که به یه سری جاها نزدیک نبود مشکل داشت اما خود هتل واقعا خوب بود,0
رستوران سرچشمه رو توصیه می‌کنم (از در جلویی به راست بپیچید),1
بسیار نزدیک حرم است.,0
انگار کاروانسراست.,0
برنامه پازل شو که در هتل ارم برگزار میشه بسیار عالیه.,0
هتل محیطی آرام و کارکنان خوش برخوردی داشت سرویس دهی مناسب بود,0
در زمانهای شلوغی زیاد دوری از حرم اذیت کننده است اما بازارهای بروز و معروف مشهد و رستوران پسران کریم و معین درباری خیلی به این هتل نزدیک هستند,0
اگر مایل هستید ریسک کنید و ماشین خود را در این هتل بگذارید، آماده باشید تا ۱۵ دقیقه برای آماده شدن خودرو خود منتظر بمانید.,1
این فقط ما نبودیم ، بنابراین مراقب باشید ، اگر هتل اسپیناس را رزرو میکنید ، امیدوارم که در نهایت یک اتاق زیبا گیرتان بیاید ، اما برای گرفتن آن ممکن است نیاز به سروکله زدن با پرسنل نه چندان خوب داشته باشید.,1
اگر می خواهید خریدی انجام دهید ، همانطور که قبلاً گفتم ، در سمت چپ استراحتگاه حدود 10 مغازه کوچک وجود دارد.,1
از بازار وکیل درست در انتهای خیابان ولیعصر دیدن کنید، میوه‌ها و سبزیها فوق العاده هستند,1
من با این قیمت پیشنهاد میکنم,1
ده دقیقه تا ارگ کریم خان.,0
اما ازبخش گردشکری اصلا راضی نبودم بسیار دروغ گفتن مثلا گفتن برای غواصی زن و شوهر باهم میرن در قسمتی ازدریا مربی دستشونو میگیره و جدامیشن درصورتیکه ازهمون بدو ورود به کشتی دردوکشتی جدابودیم واصلا همو ندیدیم.,0
برلین یک شهر عالی است و برای سال نو بسیار توصیه می شود!,1
یخچال اتاق کارایی و خنک کنندگی زیاد نداشت و صدای بسیار زیادی شبیه خروپف ایجاد میکرد.,0
در حد هتل ۳ ستاره همه چیز خیلی خوب بود,0
خوب بود پارسال تو یخچال امکانات بیشتری داشتن اما امسال همچین چیزی نبود و فقط یه بطری اب بود و مصلما حساب میکردن پولشو,0
برای غذا هم با رستورانی که قراردادداشتن هم غذا و هم قیمت بسیار مناسب بود و رفتار پرسنل هم خوب بود صمیمی نبودند اما بسیارمحترمانه و حرفه‌ای عمل کردن.,0
استخر بالای پشت بام خوب است اما اگر به آب بیشتری نیاز دارید ، تا ساحل فقط 5 دقیقه راه است,1
هتل در اتاقها وای فای ندارد مراقب باشید فریب نخورید، در لابی یک اینترنت ۱۲۸کی به شما می‌دهند که عملا هیچ کارایی ندارد.,1
صبحانه شامل دونات و کلوچه بود ، اگر سریع خودتان برسانید و تمام نشوند.,1
نکته: اگر در ساحل یا استخر میخواهید از صندلی استفاده کنید ، قبل از ساعت 9 صبح آنجا بروید و روزنامه یا حوله خود را روی صندلی خود قرار دهید.,1
در مجموع اقامت در این هتل توصیه می‌شود,1
حداقل یه شب برید.,1
فکر نمی‌کردم هتل خوبی باشه!,0
با سلام به همه شما خوبان..,0
بعد از کلی گشتن آخر به مدیریت هتل زنگ زد گفت بعد گفت یک برگه‌ای که اسمش یادم رفت همون هست ولی هیچ مشخصاتی روی اون برگه قید نشده بود در هر صورت رزرو مارو انجام داد البته خیلی ادم مهربونی بود می‌گفت از ۸ شب تا ۸ صبح فقط من داخل این هتل هستم و هیچ کس دیگه‌ای داخل هتل نیست رزرو انجام شد با آسانسور رفتیم طبقه سوم که ۳ تا اتاق داخل هر طبقه بود کلا ۴ طبقه بود طبقه همکف یک اتاق داشت که کلا فکر کنم ۱۰ اتاق بود درب اتاق با کارت باز شد و برق با همون کارت وصل شد درب اتاق رو به تخت باز شد و آشپزخانه و سرویس بهداشتی و دوش حمام سمت راست بود.,0
هوا داخل اتاق‌ها کمی خنک بود اما رادیاتورها جهت گرما آماده بودن.,0
فقط تنها عیبش صحبت با صدای بلند بچه‌های خانه داری هنگام تمیز کردن اتاق‌ها بود که صداشون تو اتاق ماهم میومد,0
در کل ما ازین هتل راضی بودیم و پیشنهاد میکنم,1
اگر می خواهید در انتهای یک روز طولانی در وان آب گرم ریلکس کنید یا در استخر شنا کنید به دنبال مکان های دیگر باشید.,1
خیلی خوب بود..,0
انتظار هتل ۵ستاره با این نرخ دور از انصاف هست و من با توجه به اینکه زیاد به کیش از طریق دریا با خانواده سفرمیکنم همیشه این هتل رو انتخاب کردم و راضی هستم.,0
و اتاق رو به دریاچه,0
از اینکه رو بالشی‌ها و یا کل هتل هم میتونست تمیز‌تر باشه نمیخوام انتقاد کنم، چون سن زیاد هتل و عدم رسیدگی کلی خوب رو خیلی چیزا تاثیر میذاره.,0
برخورد کارکنانش فوق العاده بود/ امکاناتش خیلى خوب بود/ سرویس دهى خیلى خوب بود/ غذا فوق العاده بود/ در کل بجز یه مقدار از مرکز شهر دور بود همه چى عالى و خوب / پیش نهاد میدم هر کس مشکل مالى نداره فقط اینجا بره,1
هتل داریوش ۲ سال پیش کاملا بازسازی شده و واقعا به نظرم بهترین هتله جزیره هستش.,0
اگه به دنبال راحتی دسترسی به هتل از ایستگاه مترو هستید، بدانید که این منطقه کمی خطرناک است ,1
اتاق خوب بود ، اما لازم است یک هشدار بدهم، در همسایگی هتل یک ساختمان در حال ساخت و ساز است که سر و صدای آن میتواند شما را آزار بدهد.,1
ماهم که ۴اتاق گرفته بودیم با یک لبخند که چه ارزشی داره دور شدیم.,0
با سلام بنده پیشنهاد می‌کنم به هیچ عنوان دوستان این هتل به ظاهر چهار ستاره تشریف نبرن از نظر خدمات دهی از یک هتل یک ستاره کمتره مبلغ ۱۹۰هزار تومن بابت یک تخت اضافه از من گرفتن فقط ی تشک آوردن گفتم اتاق مسواک و دسمال کاغذی نداره می‌گن ببخشید تموم شده مگه میشه اخه,1
حمام فضای مثلثی شکلی بود که هیچ شیشه و حفاظی نداره مثل این میمونه که آدم بره تو حمام خونه خودش دوش بگیره.,0
اگر می خواهید به سیاتل بروید ، حتما در نظر داشته باشید که کمی بیشتر برای یک هتل دیگر هزینه کنید - و احتمالاً حتی با هزینه بیشتر بتوانید یک هتل در مرکز شهر رزرو کنید.,1
از نظر سرویس دهی بسیار خوب بودن.,0
بخصوص اتاق ما رو به دریاچه استیل بود و منظره قشنگی رو شاهد بودیم.,0
سلام با تخفیف ای که سایت گذاشته بود (اتاق دو تخته شبی ۲۱۵ هزار تومن) به صرفه بود.,0
خدمه هتل خیلی خوش برخورد بودند و اتاقها روزانه تمیز می‌شدند، قیمت اتاقها معقول بود و راحت هم بودند بنابراین اگر قصد اقامت دارید نگران هیچ چیز نباشید,1
هتل نادیا رو قویا توصیه می‌کنمو اگر دوباره به آمستردام برم حتما اونجا رو انتخاب می‌کنم,1
ما ۲ روز پیش مهمان هتل بودیم، کیفیت هتل در کل خوب بود، از برخورد کارکنان راضی بودیم، صبحانه هتل خوب بود و تقریبا همه چی داشت (اعم از املت، نیمرو، سیب زمینی و تخم مرغ آبپز تا هندوانه و پنیر و خامه و مربا و ….) در کل با توجه به فصل خوبی که ما انتخاب کرده بودیم واسه سفر، از سفرمون رضایت کامل داریم برای سوار شدن به تله کابین متاسفانه کارکنان خط تله کابین کمکی به ما نکردن واسه حمل چمدون‌ها به داخل کابین که کمی اذیت کننده بود.,0
اگر وقت دارید  پیاده روی صبحگاهی را  نزدیک به زمان ناهار انجام دهید.,1
با درود درتاریخ هشتم اسفند بمدت سه روز بهمراه خانواده در این هتل اقامت داشتم از هر نظر فکر کنید انتخاب درستی انجام داده‌اید دسترسی به تمام امکانات جزیره بدون نیاز به تاکسی برای شما فراهم هست ضمنا در کنا هتل کافه رستوران۹۶ بسیار جای قابل توصیه‌ای میباشد از امکانات هتل مثل استخر ودر کنار آن ماساژ وحمام اصیل ایرانی به بهره نباشید کارمندان هتل از پذیرش تا رستوران بسیار مودب ومحترم وبسیار مهربان از مشخصه‌های دیگر این هتل میباشد,1
موکت کهنه و کثیف و سرویس بهداشتی کهنه، نظافت حمام بد، حمام آنقدر کوچک است که با دستشویی یکی است و محفظه جدا نداردو حتی فاقد پرده ناقابل است و اگر کسی حمام باشد کسی دیگر دستشویی نمی‌تواند برود، …..,0
سلام دوستان بنده از همه کسانی که نظر میگذارند در خواست میکنم که واقعا حقیقت را بنویسند من فریب نظرات گذاشته شده را که بعضا ضد و نقیض هم بود خوردم و با توجه به اینکه در زمان پیک مسافر هم به کیش آمدم و انتخاب خیلی کمی داشتم با توجه به چهار ستاره بودن هتل را انتخاب کردم که واقعا پشیمانم و متوجه شدم نظرات بد واقعی و نظرات مثبت غیر واقعی و ممکن است از طرف خود هتل جهت تبلیغ باشه پس این هتل را پیشنهاد نمیکنم ….,1
اگه می‌خواهید با کسی که نمی‌شناسید اتاق مشترک بگیرید، این کار رو نکنید بهتره دو تا اتاق جدا بگیرید,1
اگه می‌خواهید این هتل رو انتخاب کنید حتما با پرداخت اضافی اتاقهای بهتر بگیرید,1
اما اگر قیمت مناسب گرفته‌اید و جای تمیزی می‌خواهید، ,1
رسپشن خوش اخلاقی نداشتند انتظار برخورد بهتری میرفت.,0
به یاد داشته باشید که آب را از سوپرمارکت نزدیک هتل خریداری کنید که بسیار ارزان تر از هر جای دیگراست.,1
از هر نظر عالی بود.,0
من چند روزپیش به مشهد سفرکردم به مدت سه شب شب اول درهتل جواد بودیم فولبرد از محاسن این هتل نزدیک بودن خیلی زباد به حرم تمییزی اتاق‌ها وغذای نسبتا خوب با توجه به قیمت برای کسانی که نزدیک بودن به حرم دراولویتشون هست گزینه مناسبی هست شب دوم در هتل درویشی اقامت داشتیم که در لحظه ورودلابی هتل به (جز فرش لابی که کهنه بود) و آسانسور هتل عالی بود.,1
از سوئیت‌ها بیشتر عکس بذارید و عکسها هم واضح‌تر باشه.,1
اقامت در کیمیا ۲ از هر نظر عالی بود پیشنهاد میکنم حتما شما هم تجربه‌اش کنید,1
اگر مشکلی ندارید که کمی سربالایی راه بروید شانگری را امتحان کنید.,1
با تشکر از تیم اسنپ تریپ ما دو روز در این هتل بودیم، در حد ۴ ستاره نبود- حمام وان نداشت -اینترنت خیلی ضعیف بود اصلا روش حساب نکنین!,1
توی تراس اختصاصی سوییت هم خدمه رفت و آمد داشتند و دوربین مدار بسته نصب شده بود که ما نتونستیم از تراس استفاده کنیم.,0
در یک کلام اگر برای راحتی خودتون ارزش قایل هستید این هتل مناسب نیست,1
به خاطر امتیازها من این هتل و انتخاب کردم.,0
با تشکر از تیم اسنپ تریپ من دو روز در این هتل بودم، در حد ۴ ستاره نیست ولی بدم نیست.,0
اما … این در این هتل که خیلی بزرگ هست، رفتار کارکنان بسیار اداری و خشکه.,0
اتاق خیل بزرگ نیست ولی رضایتبخش است.,0
برای دوستانی که با قطار به مشهد سفر می‌کنند بهترین گزینه هست چون پیاده تا ایستگاه قطار فقط ۵ دقیقه فاصله داره.,1
من به همراه خانومم ۲۵ و ۲۶ خرداد ۹۷ به مدت دو شب در این هتل اقامت داشتیم.,0
خداییش خیلی خوب بود تمیز مرتب امکانات کامل.,0
هتل عالی، پرسنل عالی,0
اتاقش هم شیک و خیلی اصیل.,0
خیلی پیشنهاد می‌شود که از هتلهای تاپ دیدن کنید، درسته که قیمت خیلی بالایی دارند ولی یک سرویس استثنایی و رویایی ارائه می‌دهند،,1
از نظر زیبایی و معماری بی نظیرترین هتل ایران هست.,0
من ۱۵ روز در سوییت هتل اقامت داشتم.,0
شما باید تمام پاریس را گشت و گذار کنید (کفش‌های پیاده روی خوبی را بیاورید!).,1
و اگر در یک اتاق خصوصی در HI در نظر داشتید قیمت آن تقریباً یکسان است.,1
با توجه به بررسی نظرات کاربران که قبل از انتخاب این هتل انجام دادم نظافت، سرویس‌دهی، برخورد پرسنل، امکانات اتاق و هتل، سیستم گرمایش، روم سرویس و … بسیار عالی و بیش از حد انتظارم بود.,0
علی رغم ذکر دستگاه قهوه ساز داخل اتاق طبق منو امکانات اتاق، اما خبری از دستگاه قهوه ساز داخل اتاق نبود.,0
دو ساعت برق رفت که کلا آب و تلفن و همه چی قطع شد.,0
حواستون باشه نیمه دومش شیب خیلی تندی داره,1
کیفیت غذا در این هتل بسیار پائین و در عین حال قیمت غذا بسیار بالاست، در ابتدا پیشنهاد می‌گردد این هتل را انتخاب نکنید و اگر هم این اشتباه را مرتکب شدید اشتباه بعدی را انجام ندهید.,1
یک بلوک پیاده روی شما را به ایستگاه مترو می‌رساندو از انجا تنها چند دقیه تا هرجا فاصله دارید,1
برخورد پرسنل عالی بود.,0
اگر ملافه‌ها قدری تمیزتر بود، من امتیاز کامل را به این هتل می‌دادم.,0
مساله دیگه دسترسی به نقاط گردشگری بود که یکم دور بود چون اکثر آثار تاریخی در قسمتی بودن که ازهتل دور بود و حتما باید با اسنپ رفت وآمدمیکردیم.,0
این به اون حواله میده از بس بزرگه هتلش و خیلی مسخره است.,0
از لحاظ مکانی و نظافت هتل خوبی بود ولی تاچندتا نکته منو خیلی اذیت کرد که باعث میشه دیگه هیچوقت این هتل نرم، به بقیه دوستان پیشنهاد میکنم که نرن!,1
اگر میخواهید ریخت وپاش کنید ، هتل رویایی هاوایی ، صورتی رنگ ، صبحانه عالی دارد اما گران است.,1
در مقایسه با قیمتش هتل خوبیه فقط ضعفش اینه که صبحانه نداره.,0
برای چنین مبلغی و فضایی حداقل باید صبحانه رو هم لحاظ می‌کردند,1
آنها بیش از 300 دلار برای 4 روز می خواستند ، و ما پس از رانندگی در پورتوریکو ، در نهایت با اجاره 125 دلار بیمه در نمایندگی اجاره کردیم. من توصیه می کنم بیمه در آنجا بگیرید.,1
غذاهاش از نظر کیفیت و قیمت به نسبت خوب بود.,0
وضعیت اتاق‌ها و سرویس بهداشتی بسیار بد و کثیف بود و انگار اصلا نظافت نشده بودند.,0
سلام و تشکر از اسنپ تریپ.,0
من یک رستوران ترکی در جاده ویلتون به نام شهروند پیشنهاد کنم ، اما اگر می خواهید آنجا شام بخورید از قبل رزرو کنید.,1
اصلا توصیه نمیکنم.,1
رفتار کارکنان بسیار خوب و مودبانه بود و ما کاملا از هتل و کارکنان راضی بودیم و اقامت در این هتل رو پیشنهاد میکنم.,1
بنابراین به کارمندان اعتماد نکنید و آماده باشید که آنها آن را امتحان کنند و مشکلاتی را ایجاد کنند.,1
و آب میوه که حداقل در هتل چهار ستاره دو مدل است فقط آب آناناس بود ….,0
این هتل به طرز دردناکی بیانگر جا موندن ما از دنیا در توسعه و پیشرفت است.,0
اتاق، چای ساز، نسکافه و چای رایگان داشت، سشوار، و این دست لوازم رفاهی که جالب بود برام.,0
البته سه یا چهار نوبت ترنسفر رایگان به حرم در هر روز رو هم داره.,0
پذیرش دارای یک صندوق امانات است اگر شما به آن احتیاج داشته باشید.,1
منو همسرم دهم اردیبهشت رو داخل کلبه بودیم..,0
سرویس صبحانه کامل و عالی و خوشمزه.,0
در مجوعه خوش گذشت.,0
برای استانداردی که آنها می بالند ، بهتر است در یک هتل با ستاره کمتری اقامت کنید که خدمات بهتری دریافت خواهید کرد.,1
خیلی دلگیر بود رفتار زننده مدیریت و صبحانه هیچی نداشت واقعا هتل‌های دیگه با قیمت کمتر از این پذیرایی بهتر دارن بیش از یک شب رزرو نکنید,1
برای دریافت بهترین صبحانه هنگام ترک هتل و پیاده روی تا جایی که پل کوچک از جاده ایستگاه مترو نواب در زیر این پل عبور می کند و مستقیماً از ایستگاه عبور می کند بروید، عالی ترین صبحانه را دریافت می کنید ، زود باشد بسیار شلوغ است.,1
برخورد کارکنان عالیه و همیشه با لبخند پاسخگو هستند.,0
اگه خوابتون سبکه مشکل خواهید داشت چون صدای مترو زیاد میاد و حتما بخواهید از اتاقهای داخلی بهتون بدن.,1
بله بعد از 2 ساعت سرو کار با مدیر طبقه ، اقای محمدی ،  به این نتیجه رسیدم که اگر مجبور شدید با این آقا صحبتی داشته باشید به جای او به مدیر بالاتری مراجعه کنید.,1
هر کاری که می‌کنید فقط اگر بزرگسال هستید، اتاق‌ها را با ۲ تخت یک نفره رزرو نکنید!,1
نسبت به قیمت مناسبه.,0
توصیه من: پول خود را پس انداز کنید!,1
۳- امکانات هتل خوبه یکم از نواقصش میگم اول نور اتاق یکم کم هستش که برای من که عاشق نور کم هستم عالی بود ولی همسرم دوست نداشت … اتاق ما طبقه اول و روبروی اسانسور بود که صدای بچه هایی که منتظر اومدن والدین بودن و گه گاه برای هر چیزی گریه میکردن اذیت میکرد (منفی‌ترین قسمت مسافرت ما همین بود حتما موقع گرفتن اتاق بگید اتاق انتهای راهرو باشه واگه شد اتاق رو به خیابون بگیرید - مال ما رو به حیاط خلوتی بود که اونم زیبا بود کوچیک و سرسبز-) ….,1
با این حال اگر به دنبال آرامش و خواب مناسب هستید، مراقب باشید که ما نداشتیم!,1
ارامشش غیر قابل توصیفه😇سکوت و ارامش مطلق.,0
من این هتل را به هرکسی که به راحتی و ارامش علاقه داشته باشد پیشنهاد می کنم.,1
واقعاً انوشیدنی خوبی برای انتخاب وجود ندارد و اگر اهل نوشیدنی هستید ، نوشیدنی مورد علاقه خودتان را بیاورید.,1
بنابراین بر اساس تخفیف‌های بسیار بالا این هتل را پیشنهاد میکنم.,1
خوب بود به نسبت قیمت اصلا به خاطر قیمت خوبش اونجارو انتخاب کردیم اما خب اتاقا زیاد تمیز نبود و غذاش هم جای بهتر شدن داشت به هر حال,0
پیشنهاد من این است که برای صبحانه یک دونات و قهوه بخورید ، بالاخره در سیاتل هستید!,1
من بار دومی بود که میرفتم هتل جمشید.,0
هتل خوب و تمیزی بود و قیمتش هم مناسب بود و کیفیت صبحانه هم رضایت بخش بود در کل ما راضی بودیم و من این هتل رو به بقیه هم پیشنهاد میکنم,1
اگر به کازینوی همسایه می‌روید، به یاد داشته باشید که کارت شناسایی همراهتون باشه، ما همراه نداشتیم و با مشکل مواجه شدیم، ولی به هر حال نمی‌شه هتل را مقصر دانست,1
- رفتار رسپشن هتل خوب نیست، یه جوری نچسب هستند.,0
اگه اقامت آسوده میخواین من پیشنهادش میکنم,1
بسیار هتل با کیفیت از هرنظر که فکربکنید و ایده آل و جزو بهترین هتل‌های موجود کیش هست هم بخاطره ساحل اختصاصی وشیک که داره فضای بازی بچه‌ها در پارک آبی، نزدیکی دو دقیقه‌ای به کلوپ تفریحی مرجان فضای به شدت دلچسب و آرامش بخش و از همه مهمتر بسیار بسیار تمیز و شیک، ممنون بخاطره مدیریت خوب و پرسنل متعهد و مودب این هتل,0
به طور کلی ، من این هتل را توصیه نمی کنم.,1
بهترین اتاق‌ها بین ۱۱۵ تا ۱۲۵ است که منظره عالی دارند و دنج هستند، البته منظور کلبه‌های جنگلی ست و سوئیت‌ها به نسبت دور‌تر هستند.,0
اگه مشکل تردد ندارین (یه کورس تاکسیه) شدیدا این هتلو توصیه میکنم.,1
ما یه کانکت ۴ تخته داشتیم و چیزی که قابل توجه بود این بود که فضا به نسبت سایر هتل هایی که قبلا رفته بودیم بزرگتر بود یعنی اتاق‌ها دلباز‌تر بودن.,0
عملا داشتن میگفتن شما یه دونه حوله دزدیدین!,0
فرمودند یادشون رفته و البته برامون فرستادند.,0
برخلاف لابی کوچیک، هتل سوئیت‌های بزرگ ۹۰ متری و دو خواب با فضای اروم و خوبی دارد و محیط سوئیت‌ها نوساز و تمیز و مرتب هست سرمایش و اب گرم مناسبی دارد و برای اقامت در یک هتل تمیز و آروم پیشنهاد خوبیه!,1
اما با توجه به قیمت من این هتل را کاملا  توصیه می کنم.,1
برخورد کارکنان هم عالی بود.,0
در کل حتما توصیه میکنم که این هتل جزو انتخاب‌های اولتون باشه.,1
واقعا ۳ ستاره کمه برای این هتل.,0
یک کابل شبکه برای لپ تاپ خود در اتاق بیاورید.,1
از نظر کیفیت صبحانه این نکته که قسمتش گرمش فقط عدس، نیمرو و ماکارونی!!!!!,0
حتما اقامت در این هتل رو تجربه کنید.,1
صبحانه فقط فقط تخم مرغ آبپز میدادند.,0
به جایی دیگر با خدمات بهتر بروید,1
ما اصلا چیزی در هتل نخوردیم ولی یه رستوران ایتالیایی خیلی خوب هست که اگه درست روبروی هتل بایستید، به سمت راست بپیچید، رستوران رو درست بالای خیابون می‌بینید ,1
کلید و پریزهای اتاق نیاز به تعمیر و بازسازی دارند,1
من صبحانه‌ی هتل و نخوردم منتها همسفران راضی بودن.,0
اتاق هاش نسبت به ستاره‌های هتل خیلی شیک‌تر و جا دار بودن من اتاق سمت نارنجستان رو درخواست دادم با این که یک نفر بودم ولی پذیرش هتل لطف کردن و اتاق ۳ تخته بهم دادن فقط به خاطر درخواست من.,0
به شدت توصیه میکنم.,1
اتاق  کوچک بود ، اما کوچکتر از سایر هتل های بزرگ شهر نبود - اگر می خواهید جایی باشید که بتوانید پیاده روی کنید من هتل پارسیان و هتل حافظ را پیشنهاد میدهم.,1
ولی من خیلی خیلی راضی بودم.,0
دیوار اتاق‌ها عایق نبود و صدای صحبت و خنده و تلویزیون اتاق‌های دیگر به طور واضح شنیده می‌شد و مخل آسایش و خواب بنده و خانواده‌ام بود.,0
یک نکته برای احتیاط - مقدار زیادی آب بطری بنوشید و آماده سازی غذا را تماشا کنید ، مطمئن شوید که غذای شما کاملاً پخته شده است.,1
به رامسر سفر میکنید حتما تو این هتل اقامت کنید پشیمون نمیشید.,1
شک نکنید که این هتل را به دیگران هم پیشنهاد کنید,1
اقامت خوبی در این هتل داشتم و اگه دوباره به کیش سفر کنم میتونه گزینه خوبی برای اقامت باشه نقاط قوت هتل -- موقعیت جغرافیایی خوب: هتل در نزدیکی اسکله تفریحی واقع شده و فاصله هتل تا اسکله با طور پیاده حدود ۵ دقیقه اس.,0
صبحانش خوب بود.,0
قبل از رزرو این هتل خوب فکر کنید - ممکن است نرخ اتاق خوب به نظر برسه,1
اما اگر در تعطیلات هستید ، نکات منفی زیادی وجود دارد.,1
ممکن است بخواهید گوش گیر خود را بیاورید تا از صدای تلویزیون  و صدای جر و بحث همسایه ها در اواخر شب در امان باشید.,1
مراقب باشید: بعضی از اتاق ها بسیار کوچک و قدیمی هستند,1
کیفیت و تنوع صبحانه هم حتی در حد هتل گران‌تر بود.,0
شما همچنین می توانید از قایق یا کشتی های تفریحی استفاده کنید که شما را به جزیره همسایه منتقل می کنند که در انجا یک مرکز خرید بزرگ وجود دارد همچنین یک نمیای خوب برای گرفتن عکس گرفتن خواهید داشت.,1
این باعث می شود من تمایلی به پیشنهاد این هتل نداشته باشم.,1
سونا واقعا نیاز به تمیز کردن دارد,1
در کل به دوستانی که میخوان با هزینه کم ی اقامت مناسب داشته باشند سفارش میکنم,1
و به هیچ وجه در این هتل غذا میل نکنید، رستوران معین درباری و رستوران پسران کریم در فاصله نزدیک با بهترین کیفیت در دسترس شماست.,1
در کل میتونم بگم راضی بودم از همه خدمات هتل، برای زائرین توصیه میکنم این هتل رو، بوفه‌اش عالی بود غذاهای متنوع با برنج ایرانی و کیفیت پخت عالی.,1
هتل بسیار خوبی بود.,0
همچنین مکان دسر بسیار خوب بود ، توصیه می شود.,1
پس از رزرو ، با هتل تماس بگیرید و به شما توصیه می کنیم یک کوپن ارتقا بگیرید.,1
اگر قرار باشد فقط یک هتل را پیشنهاد کنم فقط هتل شادی را پیشنهاد می کردم,1
هتل عالیی بود اما گفته بودن که ترنسفر به مرکز شهر زیاد داره اما اینطوری نبودو ما پروازمون ساعت ۲۲ بود اما زودتر باید هتلو تحویل میدادیم و قبول نکردن که خودشون مارو به مرکز شهر ببرن اگر خود هتل چیزی شبیه مرکز خرید داشته باشه خیلی خوب میشه,1
درصورتیکه تمامی حوله هایی که به ما تحویل داده بودن از قبل لکه داشت.,0
به هر حال اجازه ندید که این موضوع منصرفتون کنه این هتل خیلی خوبی هست,1
سلام خدمت همه هتل بسیار عالی بود پرسنل بسیار مودب وخوش اخلاق غذای واقعا خوشمزه بود پشنهاد میکنم حتما بیاید,1
توصیه می‌کنم گوش گیر با خودتون ببرید اگه می‌خواهید اینجا بمونید,1
کیفیت غذای نهار و مقدارش خیلی خوب بود برای هر نفر نهار یه ژتون ۲۵ هزار تومانی میگرفتند ولی از بس برنجش زیاد بود که اضافه میموند استقبال فرودگاهی رایگان داشتند و در روز دو سری به مرکز شهر رفت و برگشت سرویس داشت یک بار صبح یک بار بعد از ظهر خوب هتل از مرکز شهر فاصله داره ولی با این سرویس‌های رایگان تقریبا خنثی میشه البته کرایه تاکسی از مرکز شهر به هتل و بالعکس ۱۲ هزار تومان میشه امکانات هتل هم چیز خاصی نیست ولی از اقامت در این هتل با این قیمت بسیار راضی خواهید بود من از اسنپ تریپ شبی ۵۷ هزار تومان هتل رو رزرو کردم که واقعا راضیم و به همه پیشنهاد میکنم.,1
در ضمن این رو هم بگم که همکاران شرکت اسنپ تریپ اتاق من رو با نام اشتباه و موقعیت رو به جزیره بجای رو به دریا رزرو کرده بودند که با معطلی ۳ ساعته من و خانواده‌ام روبرو شدم ….,0
