sentence,label
صبحانه با سرویس غذای گرم و سرد و متنوع در روزهای مختلف ارایه می‌شود که جای تشکر دارد.,0
همه وسایل قدیمی و فرسوده هستند و استراحت دلچسبی نخواهید داشت.,1
ولی کلا فقط باید شب برای خوابیدن بری.,1
من هتلای یک ستاره زیادی رفتم این بدترینشون بود,0
نظافت ضعیف میباشد,0
پس به همین اندازه توقع هم باید داشت.,1
برخلاف نظراتی که قبلا خونده بودم هتل بسیار خوب تمیز اتاقهای دلباز با نور عالی تنوع زیاد صبحانه با کیفیت قابل قبول و برخورد خوب پرسنل,0
فقط پیشنهاد میدم که اتاق رو به کوه بگیریرد که منظره بسیار زیبایی داره ….,1
سر صدا زیاد، نداشتن تلویزیون، سرویس خراب، عدم توجه مسیولین مسافرخانه، پذیرایی خیلی بد بوداینترنت داشت و یک ساعته تمام شد,0
برای ورود به رستوران و محوطه حیاط باید از پله‌ها بالا و پایین میرفتی که اگه افراد سالمند همراه باشند سخته,1
سیستم سرمایشی افتضاح بود.,0
یکی از بدترین اقامتهای من در دوران ماموریتهای سازمانی که رفتم با توجه به مبلغی که پرداخت کردم این هتل بود.,0
آنقدر در خلال این ۴ روز به من و خانواده‌ام سخت گذشت که باعث شد شهر یزد را با خاطره بدی ترک کنیم و فکر نکنم که بزودی به یزد برگردیم,0
هتل بسیار تمیز و وسایل نو بود - برخورد کارکنان خیلى مودبانه و حرفه اى بود - ویو اتاق ما فوق العاده بود ولى همه اتاق‌ها این شرایط و نداشتن - واى فاى داخل اتاق‌ها به شدت ضعیف بود و آنتن دهى همراه اول هم بد بود - سیستم تهویه مرکزى بود و هوا ٣٠ درجه بود و اتاق‌ها فن با دماى ٢٨ داشت و بسیار بسیار گرم و شرجى و غیرقابل تحمل بود و همه اعتراض داشتن هیچ کارى نکردن براش - صبحانه خیلى ضعیف بود و در حد هتل پنج ستاره نبود اصلا,0
نزدیکی به مترو یکی از نکات مثبت این هتل هست و همچنین دسترسی به وسایل نقلیه خیلی راحته اگه هدف سفر شما کاری هست و نزدیکی به مرکز شهر مدنظرتونه هتل خوبی هست شب‌ها اطراف هتل خیلی خلوت میشه و برگشت به هتل برای خانمهایی که تنها سفر میکنن کمی سخته,1
از اقامت سه روزه در هتل بسیار لذت بردم.,0
چون هتل دو طبقه است خیلی راحت به اتاقتون میرسید و دیگه آسانسور راهرو و این ماجرا‌ها رو ندارید.,1
تنها ایراد این هتل کوچه دسترسی به هتله که متاسفانه خیلی خیلی خرابه که اونم در مقابل تمیزی و امکانات و رفتار بسیار خوب پرسنل هتل قابل چشم پوشیه.,0
این هتل واقعا عالیه و پیشنهاد میکنم حتما امتحان کنین.,1
من از این هتل خیلی راضی بودم.,0
این مورد آخر یعنی دسترسی آسان رو جدی بگیرید!,1
همچنان دکور اتاق‌ها هم نیاز به بهینه سازی در حد هتل ۵ ستاره دارد.,1
هتلهای قشم رو نباید با هتلهای کیش مقایسه کرد!,0
شامپوصابون هم سختشونه بدن درکل توصیه میکنم اصلا این هتل وانتخاب نکنید.,1
به نظر باید در تعیین وضعیت فعلی هتل تجدید نظر شود.,1
داخل اتاق هم همه چیز هست و به طور عادی به چیزی نیاز پیدا نمی‌کنید.,1
فقط مشکلی که من سال قبل هم برخورد کردم این بود که با توجه به قیمت مناسب هتل اردوهای دانش آموزی هم پارسال و هم امسال اونجا بود و اتاق ما توی طبقه‌ای بود که ۵ تا اتاق دانش آموز دختر هم اونجا بودن.,0
به طور کلی و باتوجه به قیمت هتل خوبی بود … اما ضعف‌های هم در اونجا دیده میشد مثلا شارژ نشدن آب معدنی اتاق، نور کم اتاق‌ها، نبود پریز برق کافی در اتاق، سیستم آسانسور کند، سرو صدا از اتاق‌ها شنیده می‌شد و دیوار هاش عایق مناسبت نداشتن.,0
پیشنهاد اول واخر من به همه کسانی که قصد رفتن به کیش دارن این هتل هست.,1
پاراسل را از داخل هتل تهیه کنید که ارزونتر تمام میشود البته نفری ۱۰ تومن ولی بازهم ارزش دارد.,1
ساختمان هتل کمی قدیمی بوده است,0
صبحانه تقریبا همه چی داشت، و راضی کننده بود، غذاهای رستورانش فوق العاده بود هم از نظر کیفیت ک هم از نظر قیمت.,0
اتاق تمیز بود اما سرویس بهداشتی و کاشی‌ها قدیمی شده بودند.,0
قیمت‌های رستوران بسیار بالااست، صبحانه به شدت محقر و بی کیفیت (اب پرتقال را در یک پارچ شیشه‌ای سرو می‌کردند)، اینترنت فوق العاده ضعیف با حجم محدود، عدم امکان تنظیم مطلوب دمای اطاق به دلیل سیستم سرمایش مرکزی تا صبح از شذت گرما کلافه شدیم) در کل با توجه به رقم دریافتی اصلا این هتل را پیشنهاد نمی‌کنم، هتل الیزه با قیمتی به به مراتب کمتر خدمات بهتری ارائه می‌کند,1
تنوع صبحانه بهتر بیشتر شود.,1
دستتون درد نکنه.,1
یا فنس کشی صورت بگیرد.,1
همه چیزش عالی بود.,0
وارد رستوران که میشید میز صندلی استیل باعث میشه احساس کنید وارد تالار عروسی شدید یعنی جالب نیست و البته غذاهاش که تو جذب مشتری خیلی مهمه متاسفانه ضعیفه و فضای پشت رستوران که کافه هست بسیار زیبا و چشم نوازه,0
چون تنها رستوران هتل نیز تا قبل از ساعت ۷ و نیم شب هیچ گونه خدماتی نمیدهد.,0
من این هتل رو توصیه نمیکنم، کیفیت غذاشون خیییلی بد بود، کیفیت و تنوع صبحانه درحد هتل یک ستاره بود، نظافت اتاق‌ها هم خییلی بد بود، اتاق گرفتگی فاضلاب داشت، فقط دکوراسیون هتل خوب بود.,1
من این هتل رو برای پدر و مادرم رزرو کردم، خیلی راضی بودن.,0
اتاقها تمیز و وسایل داخل ان نو بودند از نظر امکانات و صبحانه خوب بود مکان هتل بدلیل نزدیک به اتوبان و عدم نیاز به ورود به شهر به عزیزانی که با ماشین سفر میکنند توصیه میکنم و دسترسی به شهر هم عالی است,1
اتاقها نیاز به بازسازی دارند، نور اتاقها کم و سرویس دهی رستوران در ساعات پایانی شب (مخصوصا برای سفارش فست فود) بسیار ضعیف است.,1
رفتار پرسنل خوب، قیمت مناسب و متناسب با امکانات.,0
یک بنای قدیمی که متاسفانه مدیریت آن بسیار ضعیف میباشد که در آخر خاطره بدی بجا خواهد گذاشت با اعصابی بهم ریخته شما در نظر بگیرید برای یک اقامت سه روزه چندین میلیون هزینه کنی و تو جیب هتل بریزی و آخرش خاطره بد داشته باشی مخصوصا اصلا از رستورانش استفاده نکنید,1
پیشنهاد میکنم چیزای تو یخچال رو غیر از آب که رایگان هست استفاده نکنید چون قیمتش خیلی بالاست,1
افتضاح‌ترین انتخاب ممکن بود، به هیچ عنوان پیشنهاد نمیدم,1
درب پارکینگ هتل پشت ساختمان است و هر بار برای ورود و خروج باید به پذیرش اطلاع داده شود تا درب پارکینگ را باز کنند.,1
حیاط دنج و زیبا و آرام که با تعداد کم میهمانان مقیم در آن همخوانی دارد.,0
هتل از نظر پاکیزگی وضعیت خوبی داشت، رفتار کارکنان مناسب بود، اما نقایص آن یکی نداشتن آسانسور بود که برای جابجایی وسایل مشکل ایجاد می‌کرد و دیگری منوی ضعیف صبحانه بود.,0
پذرش و راهنمایی مهمانان عالی بود ولی امکانات تخت و اسایشی مطلو نبود و نیاز به بازسازی داشت.,1
ما از رستوران هم استفاده کردیم غذاش هم تازه و مناسب بود به صورت سلف سرویس باید مصرف کنید.,1
این هتل فقط یک مسافرخانه‌ی دلگیر است اصلا پیشنهاد نمیکنم,1
ولی در مجموع اقامت خوب و به یاد ماندنی ای داشتیم و این هتل به دوستان پیشنهاد می‌شود.,1
کارکنان بسیار مودب و مهربان و پاسخگو بودند، صبحانه قابل قبول بود، نظافت هتل عالی,0
من به ایشان گفتم حالا مگه قرآن خدا غلط میشه که شما دقیقا راس ساعت ۹:۳۰ سرویس دهی را متوقف می‌کنید اما صراحت کلامش به حدی بود که اگر بنده خودم را کنترل نمی‌کردم حتما دست به یقه می‌شدیم.,0
رستوران هتل شادی از لحاظ کیفیت و قیمت را به همه پیشنهاد میکنم,1
استخر شیک و تمیزی داشت که برای عموم ۱۵ هزارتومن و برای مسافران ۱۲ هزارتومن بود که جا داشت برای مسافران تخفیف بیشتری لحاظ میشد.,1
ساکت و آروم بود … ساحل خوبی داشت..,0
اگه واقعا هتل هست باید آسانسور داشته باشه …از حداقل امکانات محروم هست …یه محیط کوچک و در حدل مسافرخونه ممتاز هست نه هتل …قیمت اتاقهاشم ارزش رزرو نداره …,0
ج) کیفیت غذای رستوران آنجا بسیار بد بود و اصلا توصیه نمیشود.,1
از نظرموقعیت مکانی هم به جاذبه‌ها و دیدنی‌ها دسترسی آسان بود.,0
بستگی به هدف شما از سفر و مدت اقامتتون داره و اینکه انتظارتون درچه حدی باشه.,1
کافی شاپ هتل هنوز راه نیافتاده که با راه اندازی آن و برخورد حرفه ای‌تر پرسنل اداری و رستوران و جایگاه مناسبی که مکان هتل دارد می‌تواند اقامت خوبی را برای مسافران گلستان زیبا در آینده فراهم کند.,1
انتظار نداشتم همچین جایی باشه، خیلی خوب بود و کم و کاستی هایی کمی هم داشت که تذکر دادم به مسولین هتل و اگر هزار بار برم بازم اینجا رو انتخاب میکنم.,0
کیفیت غذا و قیمت خوب بود.,0
اگر کسی مردده واسه انتخاب هتل تردید نکنه و هتل شایلی رو رزرو کنه,1
تقریبا با پیاده روی میتونین هم بازار کاشان‌و بگردین، و هم خانه‌های تاریخی رو.,1
در سایر هتلها جهت رفاه مهمانها از قبل تدارک این وضعیت دیده شده و نیازی به اتلاف وقت و خستگی در اولین ساعات صبح نیست!,1
شاید اولین هتلی باشه که دیدم هرگز در مینی بار و تورهاش گرانفروشی نمیکنه و حتی گاهی ارزونتر درمیاد.,0
نهایت در حد یک هتل ٣ ستاره بود و اصلا به هزینه آن نمی‌ارزید,0
توصیه می‌کنم مرداد ماه به هتل نرید چون کولر‌ها به صورت مرکزی کنترل می‌شوند و شما هیچ کنترلی روی کولر ندارید و ممکنه یکی سردش باشه ولی یک اتاق دیگه گرمشون باشه.,1
سلام برای یک سفر کاری دو روزه به تهران انتخاب اش کردم اتاق‌ها مرتب و تمیز و اروم بود صبحانه هم خوب بود ولی خاص نیست اصلا در کل کمی گران هست ولی من راضی بودم,0
این هتل دو آسانسور دارد.,0
در روز مراجعه به هتل کلیه اتاق‌ها کثیف و از طرف پذیرش اظهار شده که امروز پرسنل نظافت حضور نداشتن و این مورد برای هتل سه ستاره اصلا قابل توجیح نیست لطفا رسیدگی شود,1
من اواخر آذر ماه ۹۷ در این هتل اقامت داشتم و به جرات میگم این هتل فراتر از یک هتل سه ستاره هست و خدمات فوق العاده‌ای ارائه می‌کنه، پرسنل پذیرش هتل فوق العاده حرفه‌ای و خوش برخورد هستن و همه چیز درست و مرتب و به موقع انجام میشه، به شدت اقامت در این هتل رو توصیه می‌کنم باور کنید که به نسبت پولی که پرداخت می‌کتید واقعا هتل و خدمات خوبی دریافت خواهید کرد.,1
ای کاش ناهار و شام هم داشتن ای کاش امکان رفتن به محوطه ساحل بدون خروج از هتل هم بود ای کاش خدمات ماساژ هم فعال بود,1
نامناسب بودن آنتن دهی موبایل.,0
اتاق‌ها هتل تمیز بود اما سرویس بهداشتی اتاق‌ها تمیز نبود و بر خورد کارکنان به خصوص شیفت شب فوق العاده بد بود و نکته بسیار مهم به این هتل سفر کردین اتاقی را که تحویل میگیرین را به خصوص مینی بارش را چک کنین که موقع خروج دچار مشکل نشین ما این اتفاق افتاد برامون تجربه‌ای بود که باعث شد از این به بعد مینی بار چک کنیم ما از مینی بار استفاده نکرده بودیم موقع تصویه حساب گفتن ٢ عدد رانی و ٢ عدد دلستر از اتاقمون کسر شده و باید حساب کنیم حرف‌های قشنگی نزدند و توحین امیز بود رفتارشون البته که در اخر حساب نکردند ولی بحث مالی اش نبود حرکت زشتی بود در کل اصلا این هتل رابهتون توصیه نمیکنم,1
امکانات کم سرویس بهداشتی اشتراکی.,0
برای بار دوم به این هتل رفتم و به نظرم اگر میخواهید بیشتر در هتل باشید و آرامش داشته باشید و اگر بچه کوچک دارید بهترین انتخاب است.,1
همه چیز خوب بود ولی اگه سرویس تحویل صبحانه دم در اتاق بود بهتر بود …ولی در کل هتل خوب و مرتب بود ….,1
۹- پیشنهاد می‌شود درب اتاق‌ها مجهز به قفل امنیتی باشد.,1
هتل خیلی خوبی بود اگر هتل پنج ستاره مد نظر هست و از نظر قیمت مشکلی نیست این هتل رو پیشنهاد میدم.,1
بخصوص از روز دوم به بعد دچار تکرار میشه.,0
غذای رستوران متنوع نبود و کیفیت پایینی داشت که با توجه به دوستاره بودن هتل انتظار بیشتری نمی‌توان داشت.,1
از نظر مکانی در یکی از بهترین نقاط جزیره واقع شده داری پرسنل مجرب با برخورد عالی است تمیزی اتاق‌ها و سرویس دهی بسیار عالی و داری امکانات مناسب ازجمله استخر بوده ولی با توجه به ١٦ طبقه بودن هتل تعداد آسانسورها کافی نمی‌باشد توصیه می‌شود جهت بهینه سازی و کاهش استهلاک ٢ اسانسور برای طبقا ت زوج و ٢ اسانسور برای طبقات فرد برنامه زیری گردد همچنین با توجه به تعداد زیاد طبقات و اتاق‌ها نیازمند استخدام پرسنل بیشتری جهت انور نظافت و پذیرایی می‌باشد ولی در کل هتل بسیار تمیز و خوبیه,1
در واقع فقط در حد یک تخت دو نفره جا داره و حتی سرویس و حمام هم به قدری کوچکه که امکان دوش گرفتن عملا نیست!,0
تمیز و شیک همکاری خوب پرسنل به نسبت کیفیت قیمت اتاق‌ها خیلی بالاست پرسنل غیر متخصص (برای هر موردی باید بپرسید وگرنه هیچ توضیحی در هنگام تحویل داده نمیشود),1
نظافت اتاقها خیلی خوب نیست.,0
برای من تمیزی اتاق، سرویس‌های بهداشتی و حمام اهمیت دارد که در هتل خاتم این موارد رعایت شده بود.,0
پرسنل لباس فرم ندارند و رسپشن رفتار محترمانه‌ای ندارند واصلا مشخص نیست چه کسی مسئول می‌باشد.,0
ازلحاظ قیمتی مناسب، من برای پدرو‌مادرم کادو گرفته بودم و وقتی آمدند ازشون پرسیدم که چطور بود گفتند خوب بود وهمین که اونها توانستند چند روزی را استراحت کنند وسفر کنند من خوشحال بودم واز لحاظ مالی این هتل مناسب بود.,0
قوت: تمیزی اتاق و ویو مناسب، بالکن مناسب، سرمایش مناسب، اتاق تمیز، نزدیکی به بازار خرید منطقه آزاد که پیاده فقط باید از روی یک پل عابر رد بشید تا به مراکز خرید و آکواریوم و ساحل دریا برسید.,1
هتل ساکت و آروم بود.,0
از همه مهمتر موقعیت مکانی هتل هست که به همه مکانهای دیدنی و تفریحی بهترین دسترسی را دارد.,0
البته تردد با ماشین توی اون کوچه‌های تنگ و باریک یه مقدار دردسر داره.,0
صبحانه خسیس بازی.,0
چون من در تمام نقاط کشور ماموریت میرم کاملا این برام محسوس بود امیدوارم نظراتم مفید بوده باشه و اگر از این هتل استفاده کردید مثل ما پشیمون نشوید,1
دسترسی به مرکز شهر عالی.,0
ولی مساحت باغ به بزرگی که فکر میکردیم نبود خوب بود که کسی مزاحم نمی‌شد و داخل حیاط می‌تونستید بشینید موزیک گوش بدین نهار و شام بخورید.,1
ما یک شب بیشتر اقامت نداشتیم و به خاطر بیماری کرونا از رستوران استفاده نکردیم و نیاز به نظافت اتاق و امکانات دیگر هتل هم نداشتیم ولی برای این اقامت کوتاه، همه چیز خوب بود,0
از هتل‌های خوب در تهران می‌باشد و از اقامتم راضی هستم.,0
ما اول دوشب رزرو کردیم ولی انقدر راضی بودیم که شب سوم هم موندیم، اتاق ما چهارتخته و بازسازی شده، بسسسیار تمیز و شیک بود، برخورد پرسنل همه عالی و گرم، صبحانه کامل و متنوع بود کلا تجربه خوبی بود و به شدت این هتلو توصیه میکنم,1
من به همراه همسر و پسر دو ساله م، بهمن ۹۶، به مدت سه شب تو سوییت‌های کابانای این هتل اقامت داشتیم که دو شب اول رو سوییت دو نفره گرفتیم ولی چون خیلی راضی بودیم، خواستیم یک شب دیگه هم بمونیم که دونفره جا نداشت و سه نفره گرفتیم.,0
اگر شرایط آرامی برای هتل از نظر نویز در نظر بگیرن دوباره به این هتل خواهم رفت.,1
چون در سوئیت‌ها آبگرم داشتیم من به دیگران هم اگر قصد سفر به محلات داشته باشند همین هتل پیشنهاد میکنم، از همه لحاظ راضی بودم.,1
این هتل را به خانواده‌ها مخصوصا خانواده‌های بچه دار توصیه می‌کنم.,1
مشکل اساسی هتل نداشتن پارکینگ مطلوب و قرار داشتن در محدوده طرح زوج و فرد شهر اصفهان می‌باشد.,0
بسیار راضی بودم و پیشنهاد میکنم.,1
که ما نرفتیم و نظری ندارم..,0
این هتل با اینکه نمای بیرونی زیبایی دارد اما ساختمان داخلی آن بسیار ایراد داشت و راحت نبود.,0
اگر قصد اقامت در مهمانسرا به سبک سالهای پیشین سرعین دارید، به شقایق بروید به ویژه که رفتار مدیر محترم مهمانسرا عالی است.,1
البته اتاق‌های کوچک و بدون پنجره هم بود که اصلا پیشنهاد نمی‌کنم.,1
نهایتا صبحانه رو میشه در بوفه‌های مفصل سایر رستوران‌ها صرف کرد,1
موقعیت هتل خوبه ولی اصلا در حد ۵ ستاره نیست، مبلمان و وسایل اتاق قدیمی است و بعضا نیاز به نظافت دارد.,1
امکانات اتاق‌ها هم خیلی ناقصیود، چایی‌ساز و لیوان و لیپتون حداقل بذارن تو اتاق‌ها!,0
مثل اکثر هتلهای کیش خدمه بومی، رفتار مناسبی دارند.,0
سرویس نمی‌دادند همه چیز سلف سرویس بود حتی باید قوری و فنجان و آب جوش را خودت میبرید سر میز ….,0
در کل این هتل را پیشنهاد میکنم و در سفرهای بعدی به تهران باز انتخابم همین هتل خواهد بود.,1
که مسیر پیاده روی هم مسیر زیبایی بود که دارای ماشین‌های گلف بود که میشد با پرداخت هزینه از آنها استفاده کرد.,0
خیلی راضی بودم و حتما اگر میخوایید هزینه متعادل و امکانات خوب تجربه کنید این هتل پیشنهاد میشه.,1
هتل بسیار شیک و مناسب مسافران خارجی به دلیل مشابهت با هتل‌های خارجی و شاید بهتر از هتل‌های خارجی,0
در مجموع برای هتل با درجه سه ستاره هتل خوبی است و برای کسانی که زیاد دغدغه قیمت ندارند.,1
صبحانه ضعیف بود نسب به پنج ستاره بودن منو رستوران ضعیف تنوع غذایی ندارد,0
البته نیاز به نوسازی و رسیدگی بیشتر دارد.,1
مسئله بعد این هستش که از کافی شاپ و یا رستوران اگر سفارشی بدید علاوه بر اینکه قیمتها بالا میباشد نسبت به کیفیت آن ۹ درصد ارزش افزوده بهش اضاف میشود و ۱۵ درصد هم حق سرویس یعنی خدا پدر دارایی رو بیامرزه که درصدش کمتر از درصد سرویس هتل میباشد.,1
صدای اتاق‌های کناری به راحتی شنیده میشد.,0
ولی بد نبود در حد ۴ستاره تاپ بود.,0
تمیزی و فضای هتل هم عالی بود.,0
با سلام حضور دوستان عزیز اگر می‌خواهید تجربه متفاوتی برای خود وخانواده رقم بزنید دریغ نفرمایید زیبایی وآرامش محیط تجربه کیهان شناسی انتظار یک مرکزعلمی و تحقیقاتی روداشته باشید نه هتل سه ستاره,1
فقط ای کاش وسایل بازی برای کودکان مناسبتر بود.,1
اگه دفعه بعد هم بخوام برم کاشان، دوباره همین اقامتگاه رو انتخاب می‌کنم.,0
من خواهش میکنم مسولین محترم بر نظافت اتاق‌ها دقت بیشتری نمایند.,1
در خصوص فاصله تا اسکله تفریحی و ساحل مرجان هم بنده از ساحل دامون که بعنوان جایگزین می‌توان نام برد از این ساحل که در نزدیکی هتل بود به لحاظ زیبایی و بکر بودن بسیار رضایت داشتم هرچند که نمیتوان فاصله نسبی هتل تا مرکز شهر و سواحل را در نظر نداشت که خود مستلزم هزینه و کرایه تاکسی یا مینی بوس است سرویس بهداشتی موجود در اتاق‌ها فرنگی بوده و ایرانی هم در طبقه همکف هتل موجود است.,0
به مسافران دیگه هم پیشنهاد میکنم به این هتل برن.,1
وای فای در اتاق خیلی ضعیف بود، اتاق‌ها کفپوش نیستند و پارکینگ برای ماشین‌های غیر شاسی بلند در طبقه دوم زیرین قرار دارد که با دقت بیشتری باید وارد و خارج کرد.,1
از نظر نظافت بسیار عالی، هتل تازه ساخت و بسیار تمیز، پذیرش بسیار مودب، مکانش بسیار عالی، اطرافش چند رستوران و فست فوود هست، البته اگه رفتین قزوین حتما رستوران نمونه رو امتحان کنید عالی بود,1
ساختمون هتل قدیمیه ولی با توجه به قیمت در کل بد نیست.,0
بشدت پیشنهادنش میکنم و ممنونم از همه‌ی کارکنانش,1
ولی هتل قدیمیه بارها اسم و مدیر عوض کرده ولی نیاز به بازسازی و تعویض لوازم داره.,1
تست نظر مثبت تست نظر مثبت,0
تمیزی اتاق‌ها - برخورد مناسب پرسنل- دسترسی مناسب به اکثر نقاط تهران با توجه به اینکه تقریبا در مرکز تهران واقع شده به نظرم برای رقابت با سایر هتل‌های همطراز کمی باید وضعیت منوی صبحانه و همچنین ناهار و شام ارتقا پیدا بکنه.,1
هتلی زیبا با محل عالی,0
به نظر من دریافت ستاره فقط به جهت رعایت استانداردهای فیزیکی هتل نباید باشد بلکه نوع عملکرد آن هتل در ارائه خدمات به مشتری باید بیشتر مدنظر قرار بگیرد که متاسفانه در هتل پارس این مهم فکر نکنم رعایت شده باشد و به نظر میرسد که یکی از ستاره‌ها اضافی باشه براش,1
فقط از نظر قیمت با توجه به محل هتل مناسب است.,0
سابقا نیز مهمان این هتل بودم.,0
مدیریت و پرسنل هم واقعا عالی بودند.,0
هتل نیاز به نوسازی دارد,1
موقعیت مکانی خیلی خوبی داره و تو بافت قدیم یزد هست، من از اقامتم تو این هتل خیلی راضی بودم و پیشنهادش میکنم.,1
و ۵ ستاره‌ای بود که کیفیت و زمان ارایه خدمات به ۲ ستاره می‌خورد.,0
اتاقا تمیز بودن ولی خیلی گرم بودن فک کنم کولر خراب بود صبحونه معمولی بود فقط یه بطری اب و چای کیسه‌ای رایگان بود برای کافی میکس باید پول میدادی,0
لطفا در مقابل در یافت ورودی از از ورود افراد متفرقه و غیر ساکن به محوطه اختصاصی جلوگیری گردد برای پرستیژ هتل در کوتاه و بلند مدت لطمه شدید میزند در ضمن متاسفانه درمحوطه تخت و چتر آفتابی وجود ندارد,1
فلاسک چای در یکی از روزها در سرسرای هتل بود و روی آن نوشته بود مخصوصی مهمانان خارجی😭حدود یک ساعت در بدو ورود در لابی هتل منتظر آماده شدن اتاق بودیم با نوزادی در بغل و مادربزرگی سالمند اما دریغ از تعارف یک لیوان آب..,0
به ساحل و مرکز خرید هم خیلی نزدیکه پارکینگ نبود - باشگاه و بعضی دیگه از امکاناتشون راه اندازی نشده بودن - ای کاش کافیشاپ ۲۴ ساعته بود,1
باسلام و تشکر از ورود افراد دارای مشکلات پوستی و زخم به استخر جدا و اکیدا جلوگیری شود.,1
این هتل را برای اقامت پیشنهاد می‌کنم.,1
روی هم رفته‌ خیلی عالی بود و خیلی خوش گذشت ولی در مورد غذا اگه برنج ایرانی بجای برنج خارجی استفاده بشه طعم‌ غذاشون خیلی متفاوت خواهد بود,1
با توجه به قیمت و تمیزی برخورد عالی کارکنان و کیفیت غذا پیشنهاد من هتل نصیرالملک می‌باشد,1
باید بگم این هتل با فضایی که داشت می‌تونست از بهترین هتلهای آستارا و حتی کشور باشه اما نمیدونم چرا به این وضع درامده و مسوولین گرشگری آستارا باید در این زمینه مداخله‌ای بکنند.,1
با پارکینگ هتل مشکل داشتم,0
هتل نوساز و شیک و قابل قبول در بخش پذیرایی و خدمات نیاز به تقویت هست.,1
فضایی عمومی شامل لابی و صبحانه خوری کوچک، آشپزخانه آن کوچکتر از یک متر مربع، بهر صورت با تعداد کم مسافر در اواخر شهریور میشد ماشین را هم در فضای پارکینگ هتل جا داد.,1
ما یک شب اقامت داشتیم و کاملا راضی و توصیه میکنیم.,1
ما یک شب سه اتاق رزرو کردیم.,0
هتل تمیز و برخورد کارکنان مناسب میباشد انیترنت هتل کاملا بد خیلی خیلی نامناسب، آنتن دهی موبایل در اتاقها کاملا نامناسب، برای اشخاصی که مدام نیاز به برقراری ارتباط و استفاده از اینترنت دارند نامناسب میباشد.,1
اتاق‌ها تمیز بود و اشپزخانه کامل بود و امکان آشپزی داشتیم.,0
این هتل واقعا به لحاظ قیمتی که داره عالی محسوب می‌شه، اتاق‌های بزرگ، محیط دنج و راحت و از لحاظ مکانی به نقاط مهم شهر نزدیک می‌باشد؛ این هتل رو برای کسانی که راحتی و اسایش براشون از ذرق و برق هتل مهمتره به شدت توصیه می‌کنم.,1
این هتل رو به بقیه پیشنهاد میدم,1
سلام هتل از هر نظر خوب و عالی بود و دسترسی فوق العاده به حرم داشت فقط تنوع غذایی رو باید بیشتر مد نظر قرار بدهند برخورد پرسنل و کارکنان خانه داری و مجموعه بسیار محترمانه و عالی بود و لذت بردیم،،،,0
برای جای پارک یکم به مشکل خوردیم چون پارکینگ نداره و در حیاط کوچک روبروی هتل ماشینهای مهمانان هتل تو هم توهم پارک می‌کنند و برای بیرون آوردن ماشین حسابی وقت تلف میشه.,0
- روم سرویس در ظرف‌های یکبار مصرف آلمینیومی سرو شد.,0
برخورد کارکنان فوق العاده بود، خصوصا کارمند خانم پذیرش بسیار حرفه‌ای و کاربلد بودند.,0
منهای آن مواردی که باید در یک هتل پنج ستاره باشد اما طبق قوانین کشور امکانش نیست، این هتل واقعا یک هتل ۵ ستاره است.,1
صبحانه خوب، تازه و خوشمزه جای مناسبی برای مسافران هست,1
مدیریت قوی و رفتار واخلاق مودبانه و مهربانانه کارکنان بسیار جلب توجه میکند و خاطره بسیار خوبی از حیران و زیبائیای بی بدیلش بجا گذاشت حتمأ در اولین فرصت مجددأ به این هتل خواهیم رفت,0
در مجموع هتل خوبی بود وما در زمان تخفیف رفتیم.,0
اتاق قدیمی بود و نیاز به بازسازی داشت به دلیل تعمیرات پارکینگ هم نداشت، نسبت به قیمت مناسب,1
برای من که یک شب اقامت داشتم، هتل بسیار تمیز و برخورد پرسنل خوب بود.,0
براى سفرهاى کارى همیشه این هتل را انتخاب میکنم.,0
بازار سنتی داخل شهر: مناسب برای خرید ادویه و صندل‌های رو فرشی کار شده فاصله با ماشین ده دقیقه محیط اطراف هتل کاملا امن و تردد زیاد است و به راحتی می‌توان شب‌ها اطراف هتل و پاساژها قدم زد.,1
ملحفه‌ها کثیف، دیوارها ریخته، فرش اتاق کثیف انقدری که رغبت نمیکنید به چیزی دست بزنید.,1
دسترسی خوب به اماکن مهم شهر ۲.,0
سلام هتل نوسازی بود ما طبقه ۷ بودیم البته بالاتر هنوز کامل نشده و تا طبقه ۱۳ ادامه داره یک مقدار تا ۵ ستاره شدن فاصله داره و طبیعی هم هست چون اول راهه ولی به نو بودن اتاق هاش می‌ارزه شما هم چند شبی رو در این هتل اقامت داشته باشید ارزشش رو داره,1
و برای گرم کردن ازبخاری برقی استفاده میشود.,0
هتل تقریبا خوبی بود و به دیگران هم این هتل پیشنهاد دادم,1
همه چیز هتل خوب بود فقط سرویس‌ها و لابی هتل نیازمند بازسازی هستند.,1
از نظر مکانی موقعیت خوبی داره مخصوصا در تعطیلات عید که یزد شلوغ هست نیازی به ماشین نیست برای دیدن محل‌های تاریخی فقط پرسنل هتل خیلی حرفه‌ای نیستند ونیاز به تجربه بیشتر دارند,1
من دو شب اینجا اقامت داشتم، نکات مثبت: ۱- در قلب محله تاریخی یزد قرار گرفته و به سادگی و پای پیاده میتونید به اکثر نقاط توریستی دسترسی داشته باشید.,1
موقعیت مکانی تقریبا مناسب.,0
در مجموع نظرم مثبت است,0
راضی بودم از هتل,0
ضمنا با اینکه دستگاه ضد عفونی دست وجود داشت هیچکس نبود که به میهمانان تدکر دهد قبل از برداشتن غذا دستهای خود را ضد عفونی کند,1
